chunk_id,register,year,canon_url,heading,text,label
e090621c57297401,worker,2024,,WordPress Drama: From the Sidelines,"&gt; The homepage of Wordpress.org SCREAMS open-source. But, is it really though? It is an ecosystem around a centralised (plugin) repository controlled by one person&#x2F;entity. That&#x27;s not truly open source.<p>According to whom? It is open source in the measure that you&#x27;re allowed to fork and redistribute your modified version. That satisfies the open source definition. If those plugins are open source themselves WPE can set up their own repository and point to it. If it&#x27;s not, well, they decided to bet on something that could be taken off their hands at any moment.<p>You may say that this goes against the open source <i>spirit</i>, but that&#x27;s a different thing. Wordpress is, by any reasonable measure, Open Source.<p>&gt; WP Engine customising the admin panels, branding and other components to change the experience of Wordpress as they see fit. Isn&#x27;t that the point of open source?<p>Sure, but...<p>&gt; In the same spirit, I can also argue that Automattic doesn&#x27;t really provide 100% open source Wordpress&#x27; experience either - It has many walled features across different price points.<p>No. The difference is Automattic owns Worpdpress&#x27; copyright, WP Engine doesn&#x27;t. Also, does Automattic claim they provide a 100% open source Wordpress experience?<p>Let&#x27;s be clear: I&#x27;m not defending WP&#x27;s actions here (I think what they did is just plain dumb), and I don&#x27;t have a horse in this race, but here we&#x27;re conflating what would be ideal (everything is FOSS, Automattic releases everything they do and they compete only on service) with the reality that Automattic is a business and it pursues its own interest. Maybe they&#x27;re pursuing it in a way that in the end will do them and the ecosystem more harm than good, but what they&#x27;re doing is just business, and has nothing to do with the definition of open source.",on_topic
34e29bfed82dee6b,worker,2018,,Rental car companies have been waging a quiet legislative war against start-ups,"The &quot;waivers&quot; for coverage that one needs to get not to get sodomized in an event of an accident require one to be someone <i>very</i> familiar with all kinds of statues or spending nearly $70-$100 a day to be able to cover a premium sedan or above ( did you know that Impala is a premium sedan? )<p>No, credit card automatic policies do not cover even top 10 issues that you would have in event of an accident - they at <i>most</i> cover loss of revenue provision and <i>some</i> of the damage to the vehicle you are renting.<p>The only reasonable insurance that you can get is Amex premium insurance which is $25&#x2F;trip (not a day) and covers everything.<p>Edit: Over years I tried Citi, HSBC, BOA, Chase and even CapOne &quot;premium insurances&quot; - they all were garbage with a list of exclusions longer than most of TOS policies on shady websites.",junk
2b1ae55315006ded,firm,2013,wordpress.org/about,Also…,"Movable Type , Drupal , and TextPattern for ideas and inspiration",junk
c9f5a727cd1bfe44,firm,2025,automattic.com/work-with-us,Why you’ll love working here,"Making the web a better place is rewarding in its own right, but we also provide professional growth, an open vacation policy, generous parental leaves, wellness support, sabbaticals , and more. Our main benefits are listed here . Additional benefits vary by location .",on_topic
21eae497a8e8984b,worker,2023,,Automattic's Tumblr/ActivityPub integration reportedly shelved,Automattic's Tumblr/ActivityPub integration reportedly shelved,on_topic
54bb7dfc081e7ce4,firm,2010,automattic.com/about,About Us,"Blog: Kar.im Karim is from Dutch-Egyptian-Chinese descent living in the Netherlands but dreams from a cottage in Sweden. He loves entrepreneurship, traveling, technology, photography and practices the art of Breakdance. This Happiness Engineer is always ready to dive into new adventures and is geekier than you might think. 52.209834 5.962948 Thorsten Ott Bug Zapper 42.697626 23.322284 Blog: WebZappr Thorsten has been in the IT business for 10 years, including work as the head of the development department at one of Europe’s biggest dedicated server hosts. Most recently, he ran his own web development agency. He’s an internet maniac who is proud to say he has a geeky family: He met his wife via ICQ and bought his son his first notebook when he was seven months old (broken, of course). The three of them live together in Sofia, Bulgaria. 42.697626 23.322284 Blogs: Andrew on WordPress , Laptop Tips In the mid-eighties Andrew graduated in Electronics from Sofia Polytechnics and started working in the only computer company at the time in Bulgaria — Software Products and Systems. After trips through London, DEC, freelancing he finally ended up in Vancouver, where he now resides. In 2007 something possessed him to start contributing to WordPress’ TinyMCE integration, and somehow we convinced him to continue taming that beast and other WPness full-time. 49.248523 -123.108800 Andy Peatling Social Engineer 52.663857 -8.626773",on_topic
0263d0263f62f98f,worker,2017,,Ask HN: How to do a private beta right?,"Ask HN: How to do a private beta right? So I&#x27;ve built a SaaS MVP (B2B enterprise). I guess the next step is private beta, because we&#x27;re not ready to open the floodgates to the public. How are private betas usually managed? Would really appreciate anyone&#x27;s experience with this matter. What does the funnel usually look like? Is it ok if we don&#x27;t have automatic credit card subscriptions yet, and I manually invoice our private beta customers? What are the expectations at this stage in terms of customer experience?",junk
d190e0c95044f32a,firm,2014,automattic.com/about,About Us,"Blog: Joseph Scott Joseph is a California native, living in Utah with his wife, three daughters and one son. He got hooked on email when it meant dialing into a BBS with a 2400 baud modem and ended up memorizing way too much of the AT command set. Access to the Internet changed all that and going to work for an ISP cemented that shift. It also exposed to him to the world of open source, starting with FreeBSD in 1996. From there he spent a number of years in IT doing a little bit of everything. 40.572500 -111.859722 Wendy Scott Happiness Engineer 28.039465 -81.949804 Wendy is a self-described Renaissance soul with diverse interests, a voracious appetite for reading, and a passion for learning just about anything. It was just that sorta thing that led her to WordPress. After deciding to learn to build websites several years ago, she tried a few rather limited and clunky platforms that sadly resulted in limited and clunky websites. Then she found WordPress and never left. She currently engineers happiness from sunny central Florida where sweater weather is defined as any day below 70°F. 28.039465 -81.949804 Steve Seear Code Wrangler 53.959965 -1.087298 After working in a salad factory, a herb factory, and a pie factory, Steve decided that playing with computers all day was a better bet. Lives in Yorkshire with lovely wife and three boys and loves running, reading, and all the music. 53.959965 -1.087298 Andrew dela Serna Happiness Engineer 7.190708 125.455341",on_topic
90abce1868a394be,worker,2024,,Why World War WordPress Will End with a Zombie Fork,"Yeah. One of those clients is hosted on GCE. She is quite technical and plugged into general IT news, and they are in the middle of due diligence with potential investors though.<p>&gt; In terms of going nuclear, anything regarding trademark will have zero impact on our clients.<p>Is that true if Matt&#x2F;Automattic win against WPEngine, and he starts using that as precident and starts demanding 8% of revenue as his standard shakedown on anybody who&#x27;s used the &quot;WordPress&quot; trademark to generate revenue?",on_topic
57b080f372120512,firm,2026,wordpressfoundation.org/trademark-policy,wordpressfoundation.org/trademark-policy,"Similarly, it’s OK to use the WordPress or WordCamp logo as part of a page that describes your products or services, but it is not OK to use it as part of your company or product logo or branding itself. Under no circumstances is it permitted to use WordPress or WordCamp as part of a domain name or top-level domain name.",on_topic
a3cd432807d02eac,worker,2020,,Beau Lebens of Automattic about working on a global team,Beau Lebens of Automattic about working on a global team,on_topic
e3c5557395453f7f,firm,2012,automattic.com/about,Like this:,"Blog: MartinRemy.com Martin is German, but ever since he got his hands on his first computer (while living in Saudi Arabia and attending 7th grade), he knew he’d move to Silicon Valley one day. After ten years in said valley, he discovered that Colorado is even nicer and moved his family and his computer collection there. Martin was a co-founder of Sphere and likes to work on things that connect people with content. 39.544444 -104.968056 Mark Riley Support Maven 52.636878 -1.139759 Blog: Romantic Robot Mark is a doer of various things. 52.636878 -1.139759 Zandy Ring Happiness Engineer 40.714353 -74.005973 Revelry Reverie Zandy loves travel, art, other fancy things, teen movies (favorite: Empire Records), children’s movies (favorite: Finding Nemo), bad movies (favorite: Clue the Movie), her twin toddlers, and her husband. This is not the official order of loves. 40.714353 -74.005973 Hanni Ross Happiness Lead 44.837227 -0.571787 Blog: hanni.me Tinkering with WordPress since before it was WordPress, Hanni hails from both Warwick, UK and Bordeaux, France. When not engineering happiness, she spends her time studying law. The hilarity of trying to fit everything in means she often feels the need to, in the words of Monty Python, run away. 44.837227 -0.571787 Sara Rosso VIP Global Services Manager 45.465454 9.186516 Blog: Ms. Adventures in Italy , When I have Time , Food Blogger on a Diet A WordPress user and enthusiast since 2006, California-bred Sara is currently in Milan, Italy craving the BBQ her colleagues enjoy daily (and Mexican food, too – please FedEx some). She works with the VIP Services team, trading stories about the Hoff, forgetting her current time zone and dreaming up new usages for WordPress – she hasn’t run out of ideas yet! 45.465454 9.186516 Dan Roundhill Mobile Engineer 47.538989 -122.155677",on_topic
9abc9f9bbc976382,worker,2015,,Ten Years of Automattic,Ten Years of Automattic,on_topic
12a58d4c7bccad6d,firm,2012,automattic.com/about,About Us,"Blog: What did she just say? A born and raised New Yorker, Noriyko found a new love in California. After moving out West, she was bitten by the startup bug and left the Dean’s office at Stanford University. Without the coding gene, she found her groove in Operations. Anything to be a part of the action! When Noriyko is not fighting chaos at Automattic, you will find her writing comedy bits, plays, and her perpetual novel. She is destined to be among the stars, both tech and silver screen. 37.441883 -122.143019 Matt Thomas Creative Director 30.882963 -87.773047 Blog: mattnt.com MT has been a designer since before he knew what that meant. When he was a child, his parents would frequently return home to find their furniture and artwork re-arranged. Ever since, he’s been interested in making things simpler, more beautiful, and more fun to use. After adventuring in Savannah, Baltimore, and New Orleans, he now lives in lovely L.A. (lower Alabama) with his trusty sidekick, Maggie . And most importantly, he doesn’t mind being the “other Matt” at Automattic. 30.882963 -87.773047 Erica Varlese Happiness Engineer 40.806755 -74.185421 Blog: Erica Varlese , A Bronx Tail New Jersey born and bred, Erica engineers happiness from the Garden State with her canine companion, Francis. She graduated from Drew University with a degree in Anthropology and French, which means she often references obscure societies, à la Bones, in casual conversation. In her spare time, Erica is likely reading far too many books at once or defending her home state from yet another reality TV show. 40.806755 -74.185421 Matías Ventura Theme Wrangler -34.883611 -56.181944",on_topic
32cbfd71f89659b3,firm,2013,wordpress.org/about,Connect with the Community,"In addition to online resources like the forums and mailing lists a great way to get involved with WordPress is to attend or volunteer at a WordCamp , which are free or low-cost events that happen all around the world to gather and educate WordPress users, organized by WordPress users. Check out the website , there might be a WordCamp near you.",on_topic
604d4a45a31aa2fa,worker,2014,,"Automattic, Steward of Wordpress.com, Snaps Up Longreads","Automattic, Steward of Wordpress.com, Snaps Up Longreads",on_topic
f572d7ed4661dd9b,firm,2014,automattic.com/about,About Us,"From the beautiful city of Lisbon, Henrique is a web developer that worked on one of major engineering schools of Portugal. When not doing some code, Henrique can be found doing some hiking, cycling or simply enjoying a movie at the cinema. Started programming really young, and now he is a supporter that the code should be poetry. 38.722252 -9.139337 Blogs: Photo Matt , Matt on WordPress As the Chief BBQ Taste Tester of Automattic, Matt travels the world sampling cuisine and comparing it to the gold standard of Texas BBQ. Although he originally aspired to be a jazz saxophonist, Matt somehow wound up studying economics which took him to Washington D.C. where he began taking pictures and blogging. The rest, as they say, is mystery. He lives in San Francisco and has a crush on Audrey Hepburn in Breakfast at Tiffany’s. 29.760193 -95.369390 Jason Munro Code Wrangler 38.971669 -95.235250 Blog: jasonmunro.wordpress.com Jason grew up in rural Massachusetts, but has spent the last 20 years living outside of Kansas City, Kansas. A love of tinkering led him to a career in software development. For the five years prior to joining Automattic Jason wrote software to manage stock and option trading platforms for BATS Global markets. Jason loves to spend time with his wonderful wife and two fantastic daughters, playing darts or ping pong with his wife, biking or hiking around town, or tipping back his favorite beer at the local brewery. 38.971669 -95.235250 David Murphy Code Wrangler 54.825544 -3.161231 Blog: blog.schwuk.com David and his wife, four(!) children, dog, and cats live in Cumbria, UK. New to Automattic, but has been wrangling code for many, many years now. 54.825544 -3.161231 Richard Muscat Growth Engineer 35.829167 14.475833",on_topic
4cd6e77a4bd7f494,worker,2024,,Internal blog post reveals Automattic's plan,Internal blog post reveals Automattic's plan,on_topic
0bc113566f26a07a,worker,2015,,"Why Many Smart, Low-Income Students Don't Apply to Elite Schools","The article mostly takes as a given that attending the &#x27;elite&#x27; school would be better for these students. There&#x27;s one quote late in the article, from the article&#x27;s main source Stanford econ professor Hoxby, suggesting there&#x27;s a big lifetime earnings-boost after graduating from top schools.<p>But, the actual story is a bit more complicated. Some research suggests that admitted students <i>capable</i> of attending top schools, who then choose to go to &#x27;lesser&#x27; schools, do just about as well. Here&#x27;s coverage of one such study:<p><a href=""http://economix.blogs.nytimes.com/2011/02/21/revisiting-the-value-of-elite-colleges/"" rel=""nofollow"">http:&#x2F;&#x2F;economix.blogs.nytimes.com&#x2F;2011&#x2F;02&#x2F;21&#x2F;revisiting-the-...</a><p>Also note that the studies supporting big lifetime earnings boosts for either &#x27;college&#x27; or &#x27;elite colleges&#x27; tend to be based on <i>graduating</i>, not just <i>enrolling</i>. Graduation is not automatic, especially among low-income&#x2F;first-generation admits. A student who chooses a nearer, cheaper, less-prestigous school may be increasing their chances of graduating enough to offset the premiums-conditional-on-graduation elsewhere.<p>There are some very-credentialist fields where school-prestige is of paramount importance – especially college education itself (graduate degrees&#x2F;professorships) and some high-dollar finance&#x2F;consulting&#x2F;law careers. But there are many other careers, just as attractive to students and society, where college-prestige is far less important. For these, if a student plans to settle back near their hometown, the education and contacts from a locally-respected institution may be as good or better than a far-away prestigious degree.<p>So one answer to &quot;why many smart low-income students don&#x27;t apply to elite schools&quot; may be that these students are really quite smart, and do actually know better what&#x27;s right for them.",junk
4c3d080ab149aeae,firm,2014,automattic.com/about,About Us,"Jennifer is an East Coast transplant from Baton Rouge, Louisiana. She started out doing custom themes and gradually moved to writing plugins and contributing to bbPress . When she isn’t wrangling code, she can be found hanging out with her husband and four children in Fredericksburg, Virginia. She loves cooking, gardening, and drinking tea. 38.303184 -77.460540 Aaron Douglas Muse & Maker 43.038902 -87.906474 Blog: The Dangling Pointer Photo Blog: Astral Imagery Aaron was that kid taking apart the mechanical and electrical appliances at five years of age to see how they worked. He never grew out of that core interest – to know how things work. He took an early interest in computer programming, figuring out how to get past security to be able to play games on his dad’s computer. He’s still that feisty nerd, but at least now he gets paid to do it. Aaron was Java enterprise engineer and was able to switch focus to mobile (iOS and some Android) development and design. Aaron’s interest in mobile development has been ever increasing since he got his first iOS app in Apple’s App Store in 2009, Migraine Diary. Other than software development, Aaron enjoys camping during the summer, taking his dogs for a walk around the neighborhood, and pretending to be a storm chaser while sitting at home. 43.038902 -87.906474 Mark Drovdahl Technical Account Engineer 47.606209 -122.332071",on_topic
dc86bf4a938b1096,worker,2024,,Is Matt Mullenweg defending WordPress or sabotaging it?,"The article update links to a Google Doc in which Matt takes issue with the following remark from the article:
&gt; he&#x27;s a wealthy CEO of a for-profit corporation that is attacking a competitor<p>Matt responds:
&gt; WP Engine is a “competitor”, but so is every other web host in the world. Automattic and WordPress.org have had good relations with all the others for 21 years. WordPress.org recommends a number of hosts.<p>It seems Matt is forgetting his &quot;friendly&quot; spat with GoDaddy a few years ago.<p>Matt continues:
&gt; His criticism of certain practices focuses on maintaining the platform’s integrity and open-source commitment to ensure the community can grow further with sustainable investments.<p>Let&#x27;s assume this is all true. It doesn&#x27;t change the fact that he&#x27;s attacking a direct competitor.<p>Matt continues:
&gt; Silver Lake is far wealthier than Matt or Automattic.<p>This is how you know that Matt wrote the response. It&#x27;s the same ego defending behavior that he used when responding to DHH.<p>Matt is very, very bad at PR. It&#x27;s really time he learns that and lets others take over those roles. And it&#x27;s time he learns to shut up. He hurts more than he helps.",on_topic
2c60106529bd0c56,firm,2019,wordpressfoundation.org/trademark-policy,WordPress Foundation Trademark Usage Policy,"All other WordPress-related businesses or projects can use the WordPress name and logo to refer to and explain their services, but they cannot use them as part of a product, project, service, domain name, or company name and they cannot use them in any way that suggests an affiliation with or endorsement by the WordPress Foundation or the WordPress open source project. For example, a consulting company can describe its business as “123 Web Services, offering WordPress consulting for small businesses,” but cannot call its business “The WordPress Consulting Company.” Similarly, a business related to WordPress themes can describe itself as “XYZ Themes, the world’s best WordPress themes,” but cannot call itself “The WordPress Theme Portal.” Similarly, it’s OK to use the WordPress or WordCamp logo as part of a page that describes your products or services, but it is not OK to use it as part of your company or product logo or branding itself. Under no circumstances is it permitted to use WordPress or WordCamp as part of a domain name or top-level domain name. We do not allow the use of the trademark in advertising, including AdSense/AdWords. Please note that it is not the goal of this policy to limit commercial activity around WordPress. We encourage WordPress-based businesses, and hundreds of them are thriving while in compliance with this policy (Automattic, CrowdFavorite, and StudioPress are a few examples). The abbreviation “WP” is not covered by the WordPress trademarks and you are free to use it in any way you see fit. When in doubt about your use of the WordPress or WordCamp name or logo, please contact the Foundation for clarification.",on_topic
034d0f5ad689f816,firm,2014,automattic.com/about,About Us,"Blog: Danilo Ercoli Danilo was born and raised in the beautiful countryside of Ciociaria, central Italy. He was adopted from Bologna and start working as GIS developer when he was very young. He currently lives in Bologna, but travels all around Italy hoping to find the right place to live. Now he’s joined the mobile crew working on our mobile apps and on other open source projects. When not coding Danilo enjoys indie music, soccer and politics. His lucky number is 8, and his favourite quote is from a Keane song: “Oh, simple thing, where have you gone?”. 41.639601 13.342634 Egill R. Erlendsson Wizard of Ads 64.111111 -21.905556 Blog: egill.re Although born and bred in Iceland, he whose name can not be spoken , bares no responsibility for ash spewing, holiday wrecking, flight grounding volcanoes with unpronounceable names. At Automattic he serves up a refreshing cocktail of ads and more ads. While not working he can be found enjoying life in Iceland with his better half, watching his three upcoming Automatticians growing up. 64.111111 -21.905556 Sérgio Estêvão Mobile Wrangler 51.507351 -0.127758 Blog: Sergio Estevao A MAD engineer that tries to make anything work better on mobile systems. Sérgio was born in Luanda Angola, move to Portugal when he was 6 and stay there until finish is studies in Computer Science. He nows lives in London with his family. When is not coding he loves to travel by train, eat all kinds of food, ride his bike and surf the ocean. MAD – mobile application developer 51.507351 -0.127758 Scott Evans Pixel Coordinator 51.188253 -0.878100",on_topic
1d6b7f35eb5772ea,worker,2024,,WP Engine Sues Automattic and Matt Mullenweg over WordPress Dispute,WP Engine Sues Automattic and Matt Mullenweg over WordPress Dispute,on_topic
79330014bc24fa96,firm,2016,wordpress.org/about,A Little History,"WordPress was born out of a desire for an elegant, well-architectured personal publishing system built on PHP and MySQL and licensed under the GPLv2 (or later). It is the official successor of b2/cafelog. WordPress is fresh software, but its roots and development go back to 2001. It is a mature and stable product. We hope by focusing on user experience and web standards we can create a tool different from anything else out there. For a bit more about WordPress' history check out the WordPress Wikipedia page or this page on our own Codex .",on_topic
e100f584c0130a77,worker,2024,,Automattic turns to weaponizing responsible disclosure against WP Engine,"Automattic and WP Engine are in litigation. The Story roughly goes like this:<p>Matt (CEO of Automattic) tries to get WP Engine to contribute more to WordPress development, including stuff close to blackmail<p>WP Engine sends a cease and desist<p>Automattic sends cease and desist to WP Engine claiming Trademark infringement<p>Automattic bans Access of WP Engine customers to WordPress servers, breaking plugin updates (which was temporarily reinstated and then banned after a deadline of a few days)<p>WP Engine sues Automattic<p>Automattic has a program where employees can leave until a deadline and get a severance payout if they are unhappy with the management.<p>Here&#x27;s an article about it: <a href=""https:&#x2F;&#x2F;techcrunch.com&#x2F;2024&#x2F;10&#x2F;04&#x2F;wordpress-vs-wp-engine-drama-explained&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;techcrunch.com&#x2F;2024&#x2F;10&#x2F;04&#x2F;wordpress-vs-wp-engine-dra...</a>",on_topic
63fa66de935d7b1f,worker,2016,,Why Don't People Manage Debt Better?,"I imagine the credit card payment processor pays at the end of the month? So when one accepts payment using credit card, is that an automatic 30 day credit the seller has extended to me?<p>I didn&#x27;t think about that. So essentially, the credit card issuer didn&#x27;t really spend &quot;their money&quot; at all. Wow. The more I learn the more I realize how little I know.",junk
f2dfff393332a9de,firm,2010,automattic.com/about,About Us,"Blogs: Аз, света и сметачите Younger than even Matt, Nikolay is blogging from small but beautiful Bulgaria. He makes sure the eskimo teens can blog in their native language. When not in front of the computer, Nikolay is either in Sofia University, torturing freshmen, or wandering around Bulgaria. Being like House, M.D. is his secret dream, although quite unattainable, having in mind his lovable nature. Blog: Raanan.com After using Gopher to impress the ladies in the 80s, and starting a web agency specializing in serving publishers and musicians in the 90s, Raanan decided to go to the dark side. Between Time Inc. and Dow Jones, Raanan worked on social media initiatives including RSS, search, podcasts, and the launch of AllThingsD.com . Now that we’ve nabbed him Raanan works on media services, partnerships, and oversees QA for the secret company BBQ sauce. (No Kool‑Aid here.) Blog: Design Simply Sheri is a designer, developer, and photographer currently living in Northern New York near Montreal. She earned a Bachelor’s in Business and a Chemistry minor from the University of Utah before spending eight years managing websites for Myriad Genetics in Salt Lake City. She has always considered herself a WordPress evangelist, and now her endlessly positive nature makes her a perfect fit as a Happiness Engineer at Automattic. Blog: Boren.nu Ryan writes code, fixes bugs, and wrangles his toddlers.",on_topic
d9e6e9aafcd19a68,worker,2014,,Show HN: Crowsnest – API for the Real World,"Not meant as anything but constructive observation - but not open sourcing the core means it could be seen as another closed platform play, with open source plugins being used as a way of getting free features. My guess is that if this idea is compelling enough to get traction, a FOSS version would emerge in any case - for reasons of privacy, price, technical roadmap ownership etc. and the real money would be in offering services and products around that (I&#x27;m thinking Wordpress&#x2F;Automattic). It&#x27;s an obvious pov and I could be completely wrong of course :p (I guess IFTTT is the counterexample)",junk
b238fb38f7efbe5e,firm,2012,automattic.com/about,About Us,"Blog: Two Ells Upon earning a degree in English literature and writing from UNC-Chapel Hill, Daryl realized he had no job prospects and decided to try his hand at computers. After short stints with a couple of small local companies, he did a long stint with a browser company and is now tickled pink to be working with WordPress on a day-to-day basis. He lives in Knoxville with his wife, two kids, dog, and fish, and he passes his time reading literary fiction. He will never give up on the Oxford comma but will happily split infinitives and end sentences prepositions with. 35.960638 -83.920739 James Huff Happiness Engineer 34.106400 -117.370323 Blog: MacManX.com James began using WordPress in 2004. Being new to WordPress (and blogging in general), he quickly found the WordPress Support Forums and basically never left. Today, many scholars debate whether he enjoyed volunteering his help to WordPress users, or if he simply couldn’t figure out how to close the browser window. James currently resides in sunny Southern California, where he enjoys bringing happiness to millions of WordPress.com and IntenseDebate users. 34.106400 -117.370323 Dion Hulse Renewable Engineering Specialist -28.621539 153.003946 Blog: blog://dd32.id.au/ Dion was born and raised in the country side of Australia. He started his journey with WordPress in early 2005 and has never left, some debate if WordPress was simply his out from University life, but others know it as a calling. During the day he can be found making WordPress.com more awesome , and during the night, making WordPress.org even awesome-er . -28.621539 153.003946 Takashi Irie Theme Wrangler 50.842941 -0.131312",on_topic
1fa094a13208d929,worker,2024,,The ACF plugin on the WordPress directory has been taken over by WordPress.org,"<i>&gt; Am I sitting on some regulatory board? What this got to do with me</i><p>Well, I asked a simple question: <i>Should</i> matt have such a veto power over what the community wants? What do <i>you</i> think? <i>Should</i> he?<p><i>&gt; if I had to propose anything it&#x27;d be form a board from all major contributors to solve this conflict</i><p>Ignoring for a moment that matt is banning contributors, rather than caring what they want: What about what the wordpress community wants? They are the most important and most numerous stakeholders here.<p><i>&gt; No, Matt not only embraced them, he supported and invested in them for years, before you and &quot;the community&quot; even heard about them. He was the one there from the very beginning.</i><p>No, the community has embraced WPEngine and their contributions to the community and to Automattic&#x27;s success. So <i>who specifically are you speaking of</i>, who merely &quot;tolerated&quot; WPEngine?",on_topic
7b0bad3e4df01a61,worker,2013,,Ask HN: Best mathematics courses for programming and intrigue?,"Ask HN: Best mathematics courses for programming and intrigue? What college courses did you take that you found to apply to programming (e.g. algorithms, logic) or found to be genuinely interesting?<p>FWIW: I&#x27;m a philosophy major with many courses in medicine, but it turns out RIT doesn&#x27;t have a medically-related minor. So I&#x27;m turning to math. I start my math minor in a month. I&#x27;ve taken calculus and biostats previously. I know Perl, PHP, JavaScript, R, SQL, shell scripting and CSS&#x2F;HTML. I do computational biology research with a professor and I hope to translate coding skills into an intro level job at a startup like Comprehend.com or Automattic.com.",junk
a7290dd9ce5aec37,firm,2010,automattic.com/about,About Us,"Blogs: simpledream , Travel Adventures Lance splits time between a home in the Tucson Mountains and wandering the byways of America in a 34′ motorhome with his intrepid wife and two naughty cats. Prior to Automattic he ran his own web development business, working with such companies as a high-end outdoor retailer, a digital photography studio, and a world-class birding tour company. When unplugged Lance can be found mountain biking, disc golfing, studying foreign languages and geography, drinking craft beer, and exploring the great outdoors. Born and raised in México, he can roll a fresh corn tortilla like a pro. 32.221743 -110.926479",on_topic
48a553a7806ea4a4,worker,2020,,Welcoming Automattic to Matrix,Welcoming Automattic to Matrix,junk
55ddd48c6a8c396c,worker,2015,,Simplenote by Automattic: the simplest way to keep notes,Simplenote by Automattic: the simplest way to keep notes,junk
4f851ac6ac862bf8,firm,2026,wordpressfoundation.org/trademark-policy,wordpressfoundation.org/trademark-policy,- You are using the logo on the official site for a WordCamp that has been approved by WordCamp Central.,on_topic
0d84df47210f0e4c,firm,2012,automattic.com/about,Like this:,"Blog: tekArtist Stephane currently lives in Montreal, Canada, where he shares his time between a family he adores and a career he is more than ecstatic about. He started working in the digital/web industry in 1994, and admits he is lucky enough to have done it all at some point or another. His favorite quote is Albert Einstein’s “I have no special talent. I am only passionately curious.” 45.508670 -73.553993 Pete Davies Growth Team Lead 37.906037 -122.544976 Blog: Pete Davies After nearly 30 years of fabulous British weather, Pete moved to the San Francisco Bay Area, where he was surprised to find it still rained. Unperturbed, he fell in love with the California outdoors and, among other things, learned to sail. In-between sailing trips and bike rides, he managed to get a fancy business degree from Stanford University. As a Business Engineer he builds partnerships between Automattic products and other awesome companies. 37.906037 -122.544976 Danilo Ercoli Mobile Wrangler 41.639601 13.342634 Blog: Danilo Ercoli Danilo was born and raised in the beautiful countryside of Ciociaria, central Italy. He was adopted from Bologna and start working as GIS developer when he was very young. He currently lives in Bologna, but travels all around Italy hoping to find the right place to live. Now he’s joined the mobile crew working on our mobile apps and on other open source projects. When not coding Danilo enjoys indie music, soccer and politics. His lucky number is 8, and his favourite quote is from a Keane song: “Oh, simple thing, where have you gone?”. 41.639601 13.342634 Egill R. Erlendsson DatAD Wrangler 64.111111 -21.905556",on_topic
672e58e177a1f847,firm,2012,automattic.com/about,Like this:,"In his move from Sydney, Australia back to the states, Dave decided to retire from his life as a nomad (52 homes in 30 years). He has lots of passions, most of them related to the web. He loves clean, usable, bloat-less interfaces. He’s a fan of iterative design, polishing everything until it’s right, and testing changes to see what kind of impact they’ve made. 35.732652 -78.850286 Lori McLeese HR Lead 37.774929 -122.419415 Blog: LoriLoo Originally from North Carolina, Lori makes her home in San Francisco, where she hikes amongst the Redwoods, reads all things paper and electronic, goes on slow runs, and makes gingerbread houses. At Automattic she loves working with the people, figuring out all things related to HR. 37.774929 -122.419415 Andrea Middleton Dot Organizer 45.523452 -122.676207 Blog: Wine Scamp Andrea will talk your ear off about wine, food, literature of all sorts, parenting, and anything else she thinks she knows a lot about. She’s lived in 5 states in the US and spent 5 years in Mexico City and the US Virgin Islands, respectively. When not engaging in WordPress community organizing high-jinks, she can be found juggling her two kids – almost never literally – and wondering what to make for dinner. 45.523452 -122.676207 Alex Mills VIP Support / Code Wrangler 45.523452 -122.676207 Blog: Viper007Bond.com After a previous life as a spy with the British Secret Intelligence Service, Alex joined Automattic to provide support for our awesome WordPress.com VIPs . When not being weird enjoying rain instead sun in Portland, Oregon, he enjoys driving his sports cars, playing video games with his friends, writing WordPress plugins , or riding his mountain bike. 45.523452 -122.676207 Nick Momrik Technical Assistant 43.419470 -83.950807",on_topic
0c04dc66ea278a7b,firm,2017,automattic.com/work-with-us,HOW WE WORK,"Diversity and Inclusion · In 2014 we started to work, as a company, on facilitating spaces for discussions about diversity at Automattic. And at the 2016 Grand Meetup with all of our employees across 50 countries, we decided to share with the rest of the world what we are doing about diversity and inclusion . What do we look for? · Automatticians are curious, driven, compassionate, tenacious, autonomous, friendly, independent, collaborative, communicative, supportive, self-motivated, and amazing with .gifs. We want to work with people interested in making the web and the world a better place. Think you’ve got what it takes? Apply today. Getting to know us · Would you like to know a bit more about what it’s like to be part of Automattic? Check out this Business Insider interview with Matt on how our company runs without offices or email. Meet a few colleagues (aka Automatticians) and hear about their experiences in their own words. Eric did a Q&A on what it’s like to work at Automattic. Still on the fence? Karen says you should really just apply. Take a look at all of the things we accomplished in 2016 .",on_topic
a3897f429ce6220a,worker,2024,,Filed: WP Engine Inc. v Automattic Inc. and Matthew Charles Mullenweg [pdf],"Source for the Mullenweg statement <a href=""https:&#x2F;&#x2F;ma.tt&#x2F;2010&#x2F;09&#x2F;wordpress-trademark"" rel=""nofollow"">https:&#x2F;&#x2F;ma.tt&#x2F;2010&#x2F;09&#x2F;wordpress-trademark</a>",on_topic
